,TP_ESCOLA,TP_PRESENCA_CH,TP_PRESENCA_CN,TP_PRESENCA_LC,NU_IDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
8926,2,1,1,1,18,2,0,1.0,0,517.9,530.0,434.1,521.6,1.0,400.0
8927,1,1,1,1,18,1,1,,0,441.8,395.5,485.2,461.4,1.0,580.0
8928,2,1,1,1,18,2,0,1.0,0,370.1,460.2,484.6,475.9,1.0,520.0
8929,1,1,1,1,20,1,1,,0,447.3,467.3,547.8,479.6,1.0,480.0
8930,1,1,1,1,18,1,1,,0,422.6,368.1,468.9,342.9,1.0,460.0
8931,1,0,0,0,17,3,0,,1,,,,,,
8932,1,1,1,1,20,1,3,,0,579.8,582.9,566.3,582.9,1.0,560.0
8933,2,0,0,0,21,2,0,3.0,0,,,,,,
8934,1,1,1,1,20,1,2,,0,426.1,555.3,522.1,407.8,1.0,620.0
8935,1,1,1,1,21,1,3,,0,710.1,729.9,638.0,827.4,1.0,740.0
8936,1,1,1,1,15,3,0,,1,563.2,549.1,498.6,624.5,1.0,520.0
8937,2,1,1,1,18,2,0,1.0,0,474.0,559.5,483.4,422.6,1.0,500.0
8938,3,1,1,1,18,2,0,1.0,0,486.1,545.8,568.2,455.9,1.0,480.0
8939,1,1,1,1,23,3,0,,0,491.6,572.8,535.3,475.1,1.0,580.0
8940,2,1,1,1,19,2,0,1.0,0,416.9,484.9,481.4,417.7,1.0,480.0
8941,1,0,0,0,16,3,0,,1,,,,,,
8942,2,1,1,1,18,2,0,1.0,0,408.4,430.3,427.1,376.0,1.0,480.0
8943,1,1,1,1,18,1,1,,0,395.8,490.6,554.3,358.3,1.0,560.0
8944,1,1,1,1,20,1,2,,0,547.0,619.2,615.1,514.8,1.0,580.0
8945,1,1,1,1,19,1,2,,0,433.1,443.6,446.8,399.0,1.0,280.0
8946,2,0,0,0,17,2,0,1.0,0,,,,,,
8947,1,0,0,0,30,3,0,,0,,,,,,
8948,2,1,1,1,18,2,0,1.0,0,412.0,445.6,357.8,558.7,1.0,280.0
8949,3,1,1,1,17,2,0,1.0,0,572.6,506.9,482.3,610.3,1.0,740.0
8950,1,1,1,1,19,1,1,,0,467.0,556.8,561.6,447.7,1.0,480.0
8951,1,1,1,1,17,3,0,,1,465.2,566.5,565.5,560.5,1.0,480.0
8952,1,1,1,1,28,1,1,,0,381.6,458.7,456.6,637.6,1.0,560.0
8953,1,1,1,1,26,1,7,,0,613.5,597.2,643.3,704.1,1.0,720.0
8954,1,1,1,1,17,3,0,,1,444.8,411.9,517.2,449.5,1.0,240.0
8955,1,1,1,1,16,3,0,,1,504.1,639.0,602.7,395.4,1.0,740.0
8956,1,1,1,1,18,1,1,,0,487.0,517.0,499.0,459.6,1.0,540.0
8957,1,0,0,0,18,1,1,,0,,,,,,
8958,1,0,0,0,34,1,10,,0,,,,,,
8959,1,1,1,1,23,1,6,,0,548.5,636.2,598.7,499.7,1.0,520.0
8960,1,1,1,1,35,1,10,,0,562.8,527.2,529.9,588.7,1.0,460.0
8961,1,1,1,1,25,1,7,,0,471.6,513.0,542.4,521.1,1.0,460.0
8962,2,1,1,1,19,2,0,1.0,0,410.9,414.5,406.5,448.8,1.0,320.0
8963,2,1,1,1,17,2,0,1.0,0,422.1,572.4,600.5,581.3,1.0,640.0
8964,1,0,0,1,16,3,0,,1,,,457.5,383.9,1.0,380.0
8965,1,1,1,1,15,3,0,,1,448.0,429.6,449.5,373.3,1.0,600.0
8966,3,1,1,1,18,2,0,1.0,0,426.8,457.1,359.5,422.4,1.0,480.0
8967,1,0,0,0,26,1,8,,0,,,,,,
8968,1,1,1,0,16,3,0,,1,400.1,457.5,,,,
8969,1,0,0,0,17,3,0,,1,,,,,,
8970,1,1,1,1,18,1,1,,0,609.8,628.8,579.5,713.3,1.0,700.0
8971,1,0,0,0,21,4,0,,0,,,,,,
8972,1,1,1,1,22,1,4,,0,594.9,593.5,609.9,595.1,1.0,600.0
8973,1,1,1,1,37,3,0,,0,387.0,496.9,484.5,544.7,1.0,480.0
8974,1,1,1,1,19,1,1,,0,479.1,441.0,376.8,501.3,1.0,400.0
8975,1,1,1,1,16,3,0,,1,398.9,479.7,376.4,369.4,1.0,460.0
8976,2,1,1,0,18,2,0,1.0,0,425.8,413.4,,,,
8977,1,1,1,1,23,4,0,,0,486.0,570.6,593.1,518.3,1.0,720.0
8978,1,0,0,0,28,1,10,,0,,,,,,
8979,1,1,1,1,21,1,4,,0,476.2,426.3,461.5,586.0,1.0,580.0
8980,2,1,1,0,18,2,0,1.0,0,497.5,588.7,,,,
8981,1,1,1,1,20,1,3,,0,392.6,458.0,519.6,445.4,1.0,320.0
8982,1,1,1,1,32,1,10,,0,456.4,481.8,492.8,438.5,1.0,560.0
8983,2,1,1,1,18,2,0,1.0,0,584.8,680.6,585.7,662.3,1.0,640.0
8984,2,0,0,0,20,2,0,2.0,0,,,,,,
8985,2,0,0,0,33,2,0,3.0,0,,,,,,
8986,1,1,1,1,19,1,1,,0,418.3,495.7,478.0,455.4,1.0,480.0
8987,2,1,1,1,18,2,0,1.0,0,457.4,477.7,466.1,478.9,4.0,0.0
8988,1,1,1,1,16,3,0,,1,587.5,630.7,614.7,716.8,1.0,620.0
8989,1,0,0,0,31,1,10,,0,,,,,,
8990,1,0,0,0,31,4,0,,0,,,,,,
8991,2,1,1,1,19,2,0,1.0,0,481.8,492.6,525.8,385.9,1.0,540.0
8992,1,0,0,0,22,1,5,,0,,,,,,
8993,1,1,1,1,42,1,10,,0,373.0,531.6,535.8,433.2,1.0,500.0
8994,1,1,1,1,24,1,6,,0,409.4,503.1,442.5,346.5,1.0,540.0
8995,2,0,0,0,18,2,0,1.0,0,,,,,,
8996,1,1,1,1,17,3,0,,1,664.9,661.6,652.9,775.9,1.0,880.0
8997,1,1,1,1,21,1,3,,0,505.5,565.0,506.7,405.6,1.0,640.0
8998,2,1,1,1,17,2,0,1.0,0,475.1,522.7,485.3,389.7,1.0,560.0
8999,1,1,1,1,21,1,4,,0,445.1,563.1,538.3,570.8,1.0,560.0
9000,1,0,0,0,16,3,0,,1,,,,,,
9001,1,1,1,1,45,3,0,,0,371.5,480.0,385.7,496.9,1.0,340.0
9002,1,1,1,1,18,1,1,,0,489.6,577.5,394.6,405.5,1.0,660.0
9003,1,0,0,0,22,1,1,,0,,,,,,
9004,1,0,0,0,21,1,1,,0,,,,,,
9005,1,1,1,1,17,3,0,,1,549.7,653.4,613.4,707.9,1.0,560.0
9006,2,0,0,0,20,2,0,1.0,0,,,,,,
9007,1,1,1,1,18,1,1,,0,387.4,502.9,473.4,394.3,1.0,480.0
9008,2,1,1,1,17,2,0,1.0,0,442.7,514.9,536.1,572.9,1.0,520.0
9009,3,1,1,1,17,2,0,1.0,0,605.9,622.5,613.3,783.2,1.0,840.0
9010,2,0,0,0,24,2,0,3.0,0,,,,,,
9011,3,1,1,1,17,2,0,1.0,0,772.3,725.7,678.8,784.5,1.0,980.0
9012,1,0,0,0,19,1,1,,0,,,,,,
9013,2,1,1,1,16,2,0,1.0,0,465.0,644.2,579.8,442.1,1.0,800.0
9014,1,0,0,0,31,1,10,,0,,,,,,
9015,1,1,1,1,23,1,1,,0,450.2,506.0,530.5,496.3,1.0,420.0
9016,1,0,0,0,44,1,10,,0,,,,,,
9017,2,1,1,1,17,2,0,1.0,0,440.0,440.9,443.0,417.4,1.0,500.0
9018,2,1,1,1,16,2,0,1.0,0,443.9,494.3,512.5,408.5,1.0,560.0
9019,2,1,1,1,18,2,0,1.0,0,386.5,454.5,537.9,443.2,1.0,400.0
9020,2,1,1,1,17,2,0,1.0,0,529.9,587.9,585.7,458.2,1.0,560.0
9021,1,0,0,0,30,1,10,,0,,,,,,
9022,2,1,1,1,17,2,0,1.0,0,426.4,514.9,414.3,432.3,1.0,540.0
9023,1,1,1,1,22,1,3,,0,411.2,401.4,396.3,451.3,6.0,0.0
9024,1,1,1,1,24,1,5,,0,431.8,536.1,524.8,512.5,1.0,640.0
9025,1,1,1,1,20,1,3,,0,699.0,700.0,655.6,759.6,1.0,880.0
9026,1,1,1,1,20,1,3,,0,392.3,469.7,538.8,444.5,1.0,480.0
9027,1,1,1,1,20,1,4,,0,472.8,539.4,507.4,368.5,1.0,500.0
9028,1,1,1,1,19,1,2,,0,685.6,632.7,593.5,643.4,1.0,900.0
9029,2,1,1,1,18,2,0,1.0,0,545.0,595.3,589.6,465.7,1.0,700.0
9030,1,1,1,1,19,1,1,,0,497.8,599.4,570.8,507.2,1.0,640.0
9031,1,1,1,1,17,3,0,,1,475.2,486.7,478.2,381.6,1.0,480.0
9032,2,0,0,0,19,2,0,1.0,0,,,,,,
9033,2,1,1,1,17,2,0,1.0,0,499.4,459.3,390.3,414.6,1.0,440.0
9034,1,1,1,1,16,3,0,,1,481.4,552.2,488.4,541.5,1.0,460.0
9035,2,1,1,1,18,2,0,1.0,0,488.1,544.0,571.6,486.6,1.0,500.0
9036,2,1,1,1,17,2,0,1.0,0,402.1,539.1,473.4,502.3,1.0,540.0
9037,1,0,0,0,19,1,2,,0,,,,,,
9038,1,1,1,1,21,1,4,,0,546.0,594.5,594.2,726.6,1.0,700.0
9039,2,1,1,1,22,2,0,1.0,0,423.8,482.4,442.3,460.0,1.0,580.0
9040,1,1,1,1,19,1,2,,0,428.9,544.5,571.4,463.2,1.0,540.0
9041,2,1,1,1,17,2,0,1.0,0,448.4,528.6,526.3,463.2,1.0,360.0
9042,1,1,1,1,18,1,1,,0,632.7,667.7,555.0,794.0,1.0,560.0
9043,1,1,1,1,16,3,0,,1,421.9,571.6,527.0,629.7,1.0,640.0
9044,1,1,1,1,17,3,0,,1,399.5,346.9,470.2,441.8,1.0,480.0
9045,2,0,0,0,17,2,0,1.0,0,,,,,,
9046,1,1,1,1,27,1,10,,0,515.3,611.7,631.0,617.1,1.0,560.0
9047,1,0,0,0,23,1,6,,0,,,,,,
9048,2,1,1,1,18,2,0,1.0,0,521.7,510.6,488.3,399.2,1.0,580.0
9049,1,1,1,1,22,1,4,,0,416.5,599.2,628.2,590.8,1.0,540.0
9050,2,0,0,0,17,2,0,1.0,0,,,,,,
9051,1,0,0,0,20,1,2,,0,,,,,,
9052,2,1,1,1,19,2,0,1.0,0,369.9,348.6,471.7,383.5,6.0,0.0
9053,1,1,1,1,24,1,7,,0,515.7,632.3,557.9,519.8,1.0,560.0
9054,2,1,1,1,17,2,0,1.0,0,508.9,456.8,527.1,390.7,1.0,300.0
9055,1,1,1,1,21,1,3,,0,543.6,592.9,596.2,601.8,1.0,600.0
9056,1,1,1,1,21,1,3,,0,599.5,653.9,644.4,563.8,1.0,780.0
9057,2,1,1,1,20,2,0,1.0,0,367.8,393.8,476.0,397.1,1.0,340.0
9058,1,0,0,0,47,1,10,,0,,,,,,
9059,1,1,1,1,34,1,10,,0,386.1,514.6,530.2,487.9,1.0,480.0
9060,1,1,1,1,29,1,2,,0,390.2,539.2,540.4,401.8,1.0,480.0
9061,1,1,1,1,16,3,0,,1,511.8,596.7,558.2,563.9,1.0,560.0
9062,1,1,1,1,25,1,8,,0,390.5,542.6,523.1,566.9,1.0,520.0
9063,1,0,0,0,29,1,8,,0,,,,,,
9064,2,1,1,1,18,2,0,1.0,0,482.9,545.7,514.1,419.4,1.0,660.0
9065,1,1,1,1,21,1,3,,0,567.0,572.4,527.2,495.0,1.0,880.0
9066,1,1,1,1,20,1,2,,0,421.1,555.0,553.2,367.1,1.0,480.0
9067,1,1,1,0,19,4,0,,0,566.4,651.1,,,,
9068,1,0,0,0,17,3,0,,1,,,,,,
9069,1,1,1,1,25,1,7,,0,398.2,514.9,475.6,453.8,1.0,640.0
9070,1,1,1,1,19,1,1,,0,379.3,509.5,502.6,564.1,1.0,360.0
9071,1,0,0,0,28,4,0,,0,,,,,,
9072,2,1,1,1,17,2,0,1.0,0,390.7,457.1,458.2,444.9,1.0,480.0
9073,2,1,1,1,17,2,0,1.0,0,494.4,483.0,385.3,479.7,1.0,340.0
9074,1,1,1,1,18,3,0,,0,433.9,459.5,418.2,380.0,1.0,380.0
9075,3,1,1,1,17,2,0,1.0,0,513.7,602.3,542.0,518.5,1.0,600.0
9076,2,1,1,1,17,2,0,1.0,0,386.2,452.4,540.8,563.1,1.0,520.0
9077,2,1,1,1,18,2,0,1.0,0,474.4,497.0,385.3,470.4,1.0,400.0
9078,1,1,1,1,17,3,0,,1,453.7,519.1,567.7,601.3,1.0,520.0
9079,1,1,1,1,22,1,5,,0,612.4,719.1,641.1,541.6,1.0,840.0
9080,1,1,1,1,30,1,10,,0,455.7,536.8,512.7,390.5,1.0,380.0
9081,1,1,1,1,17,3,0,,1,455.8,570.2,529.4,378.5,1.0,500.0
9082,2,1,1,1,19,2,0,3.0,0,429.4,513.9,443.4,370.6,1.0,380.0
9083,1,0,0,0,21,1,3,,0,,,,,,
9084,1,1,1,1,20,1,1,,0,402.8,460.5,387.0,411.9,3.0,0.0
9085,2,1,1,1,17,2,0,1.0,0,522.8,584.8,611.7,596.0,1.0,600.0
9086,1,1,1,1,40,1,10,,0,434.9,594.3,458.9,675.0,1.0,560.0
9087,1,0,0,0,39,1,10,,0,,,,,,
9088,2,1,1,1,18,2,0,1.0,0,443.3,332.2,453.2,349.6,1.0,400.0
9089,1,0,0,0,22,1,5,,0,,,,,,
9090,1,1,1,1,18,1,1,,0,505.3,640.4,524.0,760.8,1.0,640.0
9091,1,1,1,1,19,1,1,,0,403.8,588.5,542.6,356.3,1.0,700.0
9092,3,0,0,0,22,2,0,3.0,0,,,,,,
9093,1,0,0,0,27,1,9,,0,,,,,,
9094,3,1,1,1,17,2,0,1.0,0,491.8,581.9,575.6,414.7,1.0,800.0
9095,2,1,1,1,17,2,0,1.0,0,485.9,549.3,568.4,524.4,1.0,620.0
9096,2,1,1,1,17,2,0,1.0,0,485.9,509.2,400.8,441.0,1.0,480.0
9097,1,0,0,0,31,1,10,,0,,,,,,
9098,1,1,1,1,20,1,1,,0,546.9,520.2,589.8,602.9,1.0,500.0
9099,1,1,1,1,26,1,8,,0,461.8,609.8,532.1,641.7,1.0,560.0
9100,1,1,1,1,21,1,1,,0,600.8,583.5,617.0,640.6,1.0,620.0
9101,1,0,0,0,18,1,1,,0,,,,,,
9102,1,1,1,1,16,3,0,,1,467.1,530.6,574.5,527.4,1.0,520.0
9103,1,1,1,1,20,1,4,,0,601.8,643.3,565.1,774.4,1.0,740.0
9104,1,1,1,1,27,1,10,,0,443.3,511.1,557.5,414.5,1.0,580.0
9105,1,1,1,1,28,1,10,,0,428.4,512.9,572.4,467.0,1.0,400.0
9106,1,1,1,1,19,1,1,,0,617.2,515.1,558.2,480.6,1.0,460.0
9107,1,1,1,1,20,1,2,,0,431.2,412.0,471.7,460.5,1.0,580.0
9108,1,0,0,0,21,1,4,,0,,,,,,
9109,2,1,1,1,16,2,0,1.0,0,581.6,580.0,597.2,583.5,1.0,400.0
9110,1,1,1,1,15,3,0,,1,392.7,423.3,496.1,409.7,1.0,480.0
9111,1,1,1,1,35,1,10,,0,499.7,636.6,638.8,438.0,1.0,820.0
9112,2,1,1,1,17,2,0,1.0,0,582.8,584.0,585.7,587.6,1.0,540.0
9113,1,1,1,1,30,1,3,,0,431.0,557.5,517.4,376.2,1.0,620.0
9114,1,1,1,1,35,1,10,,0,518.6,515.6,594.8,548.0,1.0,520.0
9115,1,1,1,1,18,1,1,,0,636.4,698.6,679.9,676.3,1.0,920.0
9116,2,1,1,1,19,2,0,1.0,0,415.1,498.1,452.2,431.6,1.0,480.0
9117,1,1,1,1,19,1,1,,0,572.9,634.1,560.9,661.2,1.0,620.0
9118,1,0,0,0,21,1,4,,0,,,,,,
9119,2,1,1,1,18,2,0,3.0,0,459.7,333.6,410.9,449.2,6.0,0.0
9120,1,1,1,1,37,4,0,,0,415.4,510.3,503.5,424.3,1.0,400.0
9121,1,1,1,1,16,3,0,,1,453.8,442.8,395.7,460.7,1.0,420.0
9122,2,1,1,1,20,2,0,1.0,0,395.7,452.9,438.5,395.4,1.0,440.0
9123,3,1,1,1,18,2,0,1.0,0,543.9,573.4,591.2,667.3,1.0,640.0
9124,1,1,1,1,18,1,1,,0,382.4,515.1,399.6,420.2,1.0,400.0
9125,1,0,0,0,27,1,8,,0,,,,,,
9126,1,1,1,1,17,3,0,,1,462.3,565.8,534.9,460.4,1.0,460.0
9127,2,0,0,0,49,2,0,3.0,0,,,,,,
9128,2,1,1,1,20,2,0,3.0,0,412.8,492.4,451.2,509.7,1.0,500.0
9129,1,0,0,0,16,3,0,,1,,,,,,
9130,1,0,0,0,19,4,0,,0,,,,,,
9131,2,1,1,1,17,2,0,1.0,0,487.1,634.2,586.6,518.0,1.0,580.0
9132,1,0,0,0,29,1,2,,0,,,,,,
9133,1,1,1,1,15,3,0,,1,408.2,443.6,479.8,390.0,1.0,500.0
9134,1,0,0,0,19,1,2,,0,,,,,,
9135,1,1,1,1,16,3,0,,1,369.3,493.9,495.7,435.0,1.0,460.0
9136,1,1,1,1,22,4,0,,0,404.5,435.1,398.7,444.7,1.0,460.0
9137,1,1,1,1,16,3,0,,1,403.3,518.6,520.6,409.5,1.0,560.0
9138,1,0,0,0,25,1,9,,0,,,,,,
9139,2,1,1,1,17,2,0,3.0,0,423.0,515.0,516.2,423.3,1.0,540.0
9140,1,1,1,1,28,1,10,,0,469.7,558.6,582.3,434.9,1.0,540.0
9141,1,1,1,1,30,1,6,,0,541.0,544.9,586.1,462.3,1.0,560.0
9142,2,1,1,1,17,2,0,1.0,0,426.4,381.8,433.4,371.6,1.0,440.0
9143,1,1,1,0,16,3,0,,1,514.8,578.7,,,,
9144,1,0,0,0,21,1,3,,0,,,,,,
9145,1,1,1,1,28,3,0,,0,403.0,411.5,597.3,445.5,1.0,280.0
9146,1,1,1,1,21,1,4,,0,558.6,580.5,521.1,644.9,1.0,740.0
9147,2,1,1,1,19,2,0,3.0,0,437.7,413.3,490.6,362.7,1.0,420.0
9148,3,1,1,1,17,2,0,1.0,0,536.1,652.7,621.6,663.6,1.0,600.0
9149,1,1,1,1,23,1,6,,0,399.7,529.9,427.3,460.0,1.0,640.0
9150,1,0,0,0,31,1,10,,0,,,,,,
9151,1,1,1,1,14,3,0,,1,429.3,525.9,398.8,413.4,1.0,480.0
9152,2,0,0,0,18,2,0,1.0,0,,,,,,
9153,2,1,1,1,18,2,0,1.0,0,589.4,704.1,624.1,646.4,1.0,600.0
9154,1,0,0,0,18,1,1,,0,,,,,,
9155,1,0,0,0,18,3,0,,0,,,,,,
9156,1,1,1,1,18,1,1,,0,484.5,598.4,455.4,502.2,1.0,640.0
9157,2,0,0,0,17,2,0,1.0,0,,,,,,
9158,1,1,1,1,40,1,10,,0,382.3,423.0,472.2,490.0,7.0,0.0
9159,1,1,1,1,20,1,3,,0,405.5,581.2,527.9,370.3,1.0,580.0
9160,2,1,1,1,20,2,0,3.0,0,533.0,584.2,532.7,431.8,1.0,600.0
9161,1,1,1,1,20,1,3,,0,587.8,653.1,478.9,541.8,1.0,940.0
9162,1,1,1,1,51,1,10,,0,483.3,521.9,525.1,612.0,1.0,420.0
9163,1,0,0,0,32,1,10,,0,,,,,,
9164,1,1,1,1,42,1,10,,0,477.7,654.5,591.7,592.2,1.0,480.0
9165,2,1,1,1,18,2,0,1.0,0,513.3,545.0,536.0,454.5,1.0,500.0
9166,3,1,1,1,17,2,0,1.0,0,572.4,635.0,594.4,407.8,1.0,740.0
9167,1,1,1,1,19,1,1,,0,494.0,501.6,451.3,499.7,1.0,480.0
9168,1,1,1,1,26,1,9,,0,495.2,551.3,509.4,407.7,1.0,520.0
9169,1,1,1,1,28,1,10,,0,510.6,520.4,552.0,591.7,1.0,460.0
9170,1,1,1,1,17,3,0,,1,589.3,633.6,610.4,664.3,1.0,840.0
9171,1,1,1,1,33,1,10,,0,390.8,562.7,528.4,423.1,1.0,500.0
9172,1,1,1,1,20,1,2,,0,529.4,440.9,504.8,391.7,1.0,400.0
9173,1,1,1,1,17,3,0,,1,379.8,450.3,374.4,416.6,1.0,240.0
9174,1,0,0,0,29,1,1,,0,,,,,,
9175,2,1,1,0,20,2,0,1.0,0,408.4,596.6,,,,
9176,1,1,1,1,17,3,0,,1,458.6,468.8,487.1,506.5,1.0,480.0
9177,1,1,1,1,40,1,3,,0,446.5,515.1,559.8,426.7,1.0,440.0
9178,2,1,1,1,18,2,0,3.0,0,469.0,457.5,481.6,383.8,1.0,360.0
9179,1,1,1,1,23,1,4,,0,431.1,578.1,514.1,490.0,1.0,520.0
9180,1,1,1,1,18,1,1,,0,547.6,584.6,554.9,458.2,1.0,620.0
9181,1,1,1,1,18,3,0,,0,440.7,533.1,443.1,484.9,1.0,440.0
9182,1,0,0,0,23,1,1,,0,,,,,,
9183,1,0,0,0,17,3,0,,1,,,,,,
9184,2,1,1,1,22,2,0,1.0,0,370.4,456.5,425.8,462.6,1.0,280.0
9185,1,1,1,1,26,1,8,,0,617.2,618.2,593.3,645.8,1.0,560.0
9186,1,1,1,1,22,1,5,,0,522.7,554.0,556.1,617.8,1.0,560.0
9187,1,1,1,1,23,1,4,,0,389.4,493.4,484.7,404.5,1.0,440.0
9188,1,1,1,1,23,1,3,,0,503.5,603.5,540.3,553.1,1.0,620.0
9189,1,0,0,0,47,1,6,,0,,,,,,
9190,1,1,1,1,25,1,6,,0,390.5,588.2,518.8,497.7,1.0,500.0
9191,1,1,1,1,15,3,0,,1,381.3,566.1,544.7,565.6,1.0,520.0
9192,1,0,0,0,18,1,1,,0,,,,,,
9193,1,0,0,0,33,1,10,,0,,,,,,
9194,2,1,1,1,16,2,0,1.0,0,456.7,519.9,582.1,402.6,1.0,760.0
9195,2,0,0,0,26,2,0,3.0,0,,,,,,
9196,1,1,1,1,17,3,0,,1,398.2,412.7,520.8,456.4,1.0,320.0
9197,1,0,0,0,20,1,2,,0,,,,,,
9198,1,1,1,1,17,3,0,,1,456.2,577.1,602.4,488.9,1.0,600.0
9199,2,0,0,0,17,2,0,1.0,0,,,,,,
9200,3,1,1,1,17,2,0,1.0,0,496.8,618.3,573.1,504.8,1.0,540.0
9201,1,0,0,0,29,1,9,,0,,,,,,
9202,1,0,0,0,24,1,7,,0,,,,,,
9203,2,1,1,1,17,2,0,1.0,0,460.1,530.3,523.0,375.0,1.0,460.0
9204,1,1,1,1,16,3,0,,1,459.5,497.3,502.4,558.7,1.0,540.0
9205,2,0,0,0,17,2,0,1.0,0,,,,,,
9206,1,0,0,0,22,1,4,,0,,,,,,
9207,1,1,1,1,17,3,0,,1,448.0,362.9,469.2,356.9,1.0,400.0
9208,1,0,0,0,38,1,10,,0,,,,,,
9209,1,1,1,1,54,1,10,,0,477.5,476.5,423.0,442.5,1.0,400.0
9210,2,1,1,1,18,2,0,1.0,0,505.6,609.9,571.1,554.2,1.0,620.0
9211,3,1,1,1,16,2,0,1.0,0,690.6,652.7,648.2,689.8,1.0,640.0
9212,1,0,0,0,37,1,2,,0,,,,,,
9213,2,1,1,1,18,2,0,1.0,0,473.0,569.2,506.2,530.9,1.0,420.0
9214,2,1,1,1,17,2,0,1.0,0,436.1,605.1,539.5,467.6,1.0,800.0
9215,3,0,0,0,20,2,0,3.0,0,,,,,,
9216,1,0,0,0,39,1,10,,0,,,,,,
9217,2,1,1,1,17,2,0,1.0,0,411.1,500.0,513.2,488.1,1.0,440.0
9218,1,0,0,0,33,1,8,,0,,,,,,
9219,1,1,1,1,15,3,0,,1,496.9,574.5,543.6,501.8,1.0,520.0
9220,1,1,1,1,22,1,4,,0,378.3,445.1,580.7,477.2,1.0,600.0
9221,1,0,0,0,31,3,0,,0,,,,,,
9222,2,1,1,1,17,2,0,1.0,0,489.9,465.8,530.4,433.7,1.0,600.0
9223,1,0,0,0,37,1,10,,0,,,,,,
9224,2,1,1,1,17,2,0,1.0,0,410.9,595.3,388.2,511.3,1.0,460.0
9225,1,0,0,0,35,4,0,,0,,,,,,
9226,3,1,1,1,18,2,0,1.0,0,670.0,687.3,669.0,550.1,1.0,840.0
9227,2,1,1,1,19,2,0,1.0,0,473.4,576.9,619.2,560.3,1.0,740.0
9228,1,1,1,1,16,4,0,,0,436.8,467.0,441.4,363.9,1.0,420.0
9229,2,1,1,1,17,2,0,1.0,0,603.7,640.8,524.8,608.6,1.0,660.0
9230,1,0,0,0,19,1,1,,0,,,,,,
9231,2,1,1,1,18,2,0,1.0,0,384.1,460.9,574.0,430.9,1.0,560.0
9232,1,0,0,0,17,3,0,,1,,,,,,
9233,1,0,0,0,21,1,4,,0,,,,,,
9234,1,0,0,0,24,1,4,,0,,,,,,
9235,1,0,0,0,20,1,3,,0,,,,,,
9236,1,1,1,1,15,3,0,,1,526.9,520.1,515.9,655.3,1.0,780.0
9237,1,1,1,1,15,3,0,,1,411.0,428.3,411.3,493.2,1.0,300.0
9238,1,1,1,1,32,1,10,,0,532.6,444.9,426.5,338.4,1.0,300.0
9239,1,1,1,1,30,1,10,,0,672.7,667.4,647.8,599.5,1.0,740.0
9240,1,1,1,0,23,1,1,,0,422.1,467.1,,,,
9241,2,1,1,1,17,2,0,1.0,0,387.9,427.0,446.5,372.4,4.0,0.0
9242,1,1,1,1,18,1,1,,0,380.6,502.5,493.7,396.6,1.0,620.0
9243,1,0,0,0,20,1,1,,0,,,,,,
9244,1,1,1,1,19,1,2,,0,586.2,644.6,637.1,732.8,1.0,640.0
9245,1,1,1,1,19,3,0,,0,427.3,431.5,401.0,482.1,1.0,600.0
9246,1,1,1,1,34,1,10,,0,448.0,490.4,544.4,391.2,1.0,520.0
9247,1,1,1,1,16,3,0,,1,422.6,482.5,434.3,419.2,1.0,460.0
9248,1,1,1,1,19,1,1,,0,517.0,505.9,532.0,425.5,1.0,520.0
9249,1,1,1,1,39,1,10,,0,469.9,523.3,491.0,452.4,1.0,380.0
9250,1,1,1,1,16,3,0,,1,547.3,604.2,626.4,625.4,1.0,720.0
9251,1,1,1,1,19,1,1,,0,409.7,503.1,419.7,430.7,1.0,400.0
9252,1,1,1,1,35,1,10,,0,706.5,666.2,632.6,683.0,1.0,800.0
9253,1,0,0,0,19,1,1,,0,,,,,,
9254,2,0,0,0,26,2,0,1.0,0,,,,,,
9255,2,0,0,0,18,2,0,1.0,0,,,,,,
9256,1,1,1,1,16,3,0,,1,472.1,498.1,534.4,610.4,1.0,720.0
9257,2,1,1,1,19,2,0,3.0,0,448.9,445.6,446.4,398.4,1.0,280.0
9258,1,1,1,1,17,3,0,,1,433.0,617.1,577.4,571.2,1.0,640.0
9259,1,1,1,1,20,1,1,,0,602.4,686.6,665.5,468.4,1.0,560.0
9260,1,1,1,1,19,1,2,,0,457.6,502.0,567.8,435.7,1.0,320.0
9261,1,1,1,1,19,3,0,,0,396.6,423.5,433.7,374.8,1.0,460.0
9262,1,1,1,1,19,1,2,,0,462.7,456.9,527.4,422.6,1.0,600.0
9263,2,1,1,1,20,2,0,3.0,0,448.7,457.3,468.1,413.3,1.0,380.0
9264,1,1,1,1,17,3,0,,1,393.7,391.6,383.6,363.2,1.0,440.0
9265,1,0,0,0,25,1,7,,0,,,,,,
9266,2,1,1,1,18,2,0,1.0,0,393.2,471.9,547.0,401.6,1.0,500.0
9267,1,0,0,0,46,1,10,,0,,,,,,
9268,1,1,1,1,23,1,1,,0,443.0,452.2,457.8,357.6,1.0,420.0
9269,2,1,1,1,18,2,0,1.0,0,471.2,556.5,550.0,492.1,1.0,520.0
9270,1,1,1,1,17,3,0,,1,555.3,547.8,544.5,528.1,1.0,620.0
9271,2,1,1,1,17,2,0,1.0,0,468.1,555.5,514.6,568.4,1.0,520.0
